;ID_PROPOSTA;UF_PROPONENTE;MUNIC_PROPONENTE;COD_MUNIC_IBGE;COD_ORGAO_SUP;DESC_ORGAO_SUP;NATUREZA_JURIDICA;NR_PROPOSTA;DIA_PROP;MES_PROP;ANO_PROP;DIA_PROPOSTA;COD_ORGAO;DESC_ORGAO;MODALIDADE;IDENTIF_PROPONENTE;NM_PROPONENTE;CEP_PROPONENTE;ENDERECO_PROPONENTE;BAIRRO_PROPONENTE;NM_BANCO;SITUACAO_CONTA;SITUACAO_PROJETO_BASICO;SIT_PROPOSTA;DIA_INIC_VIGENCIA_PROPOSTA;DIA_FIM_VIGENCIA_PROPOSTA;OBJETO_PROPOSTA;VL_GLOBAL_PROP;VL_REPASSE_PROP;VL_CONTRAPARTIDA_PROP;NR_CONVENIO;DIA;MES;ANO;DIA_ASSIN_CONV;SIT_CONVENIO;SUBSITUACAO_CONV;SITUACAO_PUBLICACAO;INSTRUMENTO_ATIVO;IND_OPERA_OBTV;NR_PROCESSO;UG_EMITENTE;DIA_PUBL_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIAS_PREST_CONTAS;DIA_LIMITE_PREST_CONTAS;SITUACAO_CONTRATACAO;QTDE_CONVENIOS;QTD_TA;QTD_PRORROGA;VL_GLOBAL_CONV;VL_REPASSE_CONV;VL_CONTRAPARTIDA_CONV;VL_EMPENHADO_CONV;VL_DESEMBOLSADO_CONV;VL_SALDO_REMAN_TESOURO;VL_SALDO_REMAN_CONVENENTE;VL_RENDIMENTO_APLICACAO;VL_INGRESSO_CONTRAPARTIDA
369;496896;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;56778/2011;7;10;2011;07/10/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;21/10/2011;31/07/2014;Consolidação do Núcleo de Inovação Tecnológica (NIT) da UFRGS. no contexto da Lei de Inovação Tecnológica (nº 10.973/04) e demais legislações que incentivam a inovação no país.;810840;810840;0;756608;21;10;2011;21/10/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23078.020036/11-29;153114.0;21/10/2011;21/10/2011;31/07/2014;30;30/08/2014;Normal;1;4.0;;810840;810840;0;810840;810840;18565.32;;;
370;498236;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;57674/2011;14;10;2011;14/10/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;21/10/2011;21/10/2012;Programa de Alfabetização Audivisual com o intuito de dotar os professores e alunos da Rede Municial de ensino do dominio e utilização do audivisual como linguagem do universo escolar.;210000;210000;0;756674;21;10;2011;21/10/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23078.024686/11-16;153114.0;25/10/2011;21/10/2011;21/10/2012;30;20/11/2012;Normal;1;;;210000;210000;0;210000;210000;5589.65;;;
371;498357;RS;PELOTAS;4314407.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;57764/2011;14;10;2011;14/10/2011;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;CONVENIO;89876114000103;FUNDACAO DE APOIO UNIVERSITARIO;96010000;RUA PROF ARAUJO. 538 - CENTRO. PELOTAS - RS. CEP: 96010-000;CENTRO;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;14/10/2011;31/12/2012;Proporcionar aos alunos. professores e futuros professores  de educação básica a contextualização da escola no local onde está inserida. favorecendo vivências de auto aprendizagem e de criticidade frente a cultura e acesso a novas tecnologias.;466311.9;466311.9;0;756643;14;10;2011;14/10/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23110.005359/2011-92;154047.0;17/10/2011;14/10/2011;31/12/2012;30;30/01/2013;Normal;1;1.0;;466311.9;466311.9;0;466311.9;466311.9;128425.05;;;
372;498517;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;57874/2011;14;10;2011;14/10/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;24/10/2011;12/01/2012;Construção Pedagogica dos Conteúdos para a vacinação e o manejo de casos de Influenza A (H1N1) nos serviços de saúde nacionais como ênfase para os técnicos de enfermagem e agentes comunitários de Saúde.;199894.23;199894.23;0;756659;24;10;2011;24/10/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23078012419/11-32;153114.0;26/10/2011;24/10/2011;12/01/2012;30;11/02/2012;Normal;1;1.0;;199894.23;199894.23;0;178105.76;178105.76;573.48;;;
373;498568;MT;CUIABA;5103403.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;57912/2011;14;10;2011;14/10/2011;26276;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;CONVENIO;3507415000144;ESTADO DE MATO GROSSO;78050970;AC PALÁCIO PAIAGUAS S/Nº BOSQUE DA SAÚDE. ANEXO GABINETE GOVERNADOR - Cuiabá. CUIABA - MT. CEP: 78050-970;Cuiabá;BANCO DO BRASIL SA;Regularizada;Aguardando Projeto Básico;Proposta/Plano de Trabalho Aprovados;28/10/2011;13/09/2019;Construção do Novo Hospital Universitário em Cuiabá/MT.;120000000;60000000;60000000;757513;28;10;2011;28/10/2011;Em execução;;Publicado;SIM;NÃO;23108.037616/11-1;154045.0;01/11/2011;28/10/2011;13/09/2019;90;12/12/2019;Normal;1;1.0;;120000000;60000000;60000000;60000000;60000000;;;;
374;500012;RS;SANTA MARIA;4316907.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;58854/2011;20;10;2011;20/10/2011;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;CONVENIO;89252431000159;FUNDACAO DE APOIO A TECNOLOGIA E CIENCIA;97105900;RUA Q. S/N. PREDIO 66 - UFSM - CAMOBI. SANTA MARIA - RS. CEP: 97105-900;CAMOBI;CAIXA ECONOMICA FEDERAL;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;27/10/2011;31/01/2012;"GERAL  Promover a consolidação de uma cultura empreendedora na Universidade Federal de Santa Maria e região. contribuindo para o desenvolvimento regional sustentável.  ESPECÍFICOS – Promover a cultura empreendedora na universidade; – Qualificar pessoas/alunos. futuros empreendedores e empresários incubados e/ou associados ao Tecnoparque com técnicas de gestão para alcançarem um sucesso nas suas empresas. – Promover debates. palestras que contribuam na disseminação e difusão do conhecimento na área de empreendedorismo; – Promover a troca de experiências. o debate e a discussão de modelos e ações acerca da governança de parques tecnológicos e incubadoras de base tecnológica e sociais; – Promover a participação em eventos com o objetivo de favorecer a mobilização para a inovação e a avaliação de resultados de projetos desenvolvidos dentro da universidade com ênfase em resultados de pesquisas e invenções que tenham potencial para serem transformadas em inovação para a sociedade; – Contribuir com o desenvolvimento sustentável da região. RESULTADOS ESPERADOS   – Proporcionar a inclusão social através da geração de novos negócios. intensivos em tecnologia e inovação. de forma a buscar soluções viáveis para o mercado. através da divulgação permanente da Incubadora Tecnológica de Santa Maria e do TECNOPARQUE e do aperfeiçoamento constante do processo de seleção de novos projetos e empresas; – Promoção do acesso a laboratórios específicos e consultores especializados para atendimento permanente às empresas incubadas e residentes na ITSM e no TECNOPARQUE; – Desenvolvimento de programas de treinamento e consultoria com foco em gestão para as empresas. completando assim. suas competências e apoiando de forma significativa. sua inserção no mercado de forma madura e permanente; – Divulgação das tecnologias protegidas da UFSM junto à empresas interessadas na sua transformação em produtos inovadores. proporcionando um aumento na atividade econômica da região e geração de novos postos de trabalho. além de rodadas de discussão entre os grupos de pesquisa com empresários. procurando parcerias para a prospecção e desenvolvimento de novos produtos e processos; – Contribuição para uma maior integração entre a universidade e a sociedade; – Contribuição para o desenvolvimento ambiental. econômico e social do município e da região. por meio do incentivo à disseminação da cultura empreendedora. transformando idéias em negócios. através da pré-incubação e da incubação de projetos originados na comunidade e principalmente nas universidades. da atração de empresas para o parque. criando um ambiente apropriado para a transferência de tecnologia ao setor produtivo e capacitando técnica e gerencialmente os empreendedores.";60000;60000;0;757095;27;10;2011;27/10/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23081.014638/2011-31;153164.0;03/11/2011;27/10/2011;31/01/2012;60;31/03/2012;Normal;1;1.0;;60000;60000;0;60000;60000;25113.33;;;
375;500401;RS;SANTA MARIA;4316907.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;59120/2011;21;10;2011;21/10/2011;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;CONVENIO;89252431000159;FUNDACAO DE APOIO A TECNOLOGIA E CIENCIA;97105900;RUA Q. S/N. PREDIO 66 - UFSM - CAMOBI. SANTA MARIA - RS. CEP: 97105-900;CAMOBI;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;06/12/2011;30/06/2016;"OBJETO/OBJETIVOS  O Curso de História da UFSM oferecerá uma turma especial 1ª Licenciatura. no programa da Plataforma Freire. visando formar e qualificar licenciados em História. ou seja. capacitados para atuarem no ensino e na pesquisa. com uma perspectiva crítica e reflexiva especialmente sobre a realidade brasileira e americana. capazes de atuarem de forma dinâmica na sociedade em que vivem. bem como pretende promover o incentivo e a qualificação contínua de seu quadro profissional. RESULTADOS ESPERADOS   – possibilitar a formação de profissionais habilitados para atuarem no magistério em todos os níveis. no ensino formal e não formal; – capacitar o domínio dos conteúdos específicos e os métodos e técnicas pedagógicas enquanto objetos de ensino-aprendizagem. que permitem tanto a sua revisão e produção. como a transmissão do conhecimento para os diferentes níveis de ensino (ensinos fundamental. médio. e em cursos de educação básica em nível superior. ensino superior na área específica. ou no ensino informal...) e em suas funções e demais encargos e atividades profissionais; – desenvolver Grupos/Núcleos de Ensino e Pesquisa e consequente linhas de pesquisa como forma de permanente atualização. qualificação e produção. integrando com isso a pesquisa. o ensino e a extensão na Graduação; – pautar em sua vida acadêmica. enquanto em uma Universidade Pública. por uma atuação profissional e social comprometida com a ética e com o exercício da cidadania; – possibilitar uma flexibilidade na formação profissional. enquanto opção de sua especialidade moldada por opção de linha de pesquisa (Núcleos/Grupos). resultando em uma prática na produção do conhecimento; – priorizar uma formação que valorize e vivencie a ética. o respeito humano. a solidariedade. a visão crítica e criativa. o crescimento contínuo. a responsabilidade individual e social.";124028.06;124028.06;0;760417;6;12;2011;06/12/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23081.014066/2011-91;153164.0;21/12/2011;06/12/2011;30/06/2016;60;29/08/2016;Normal;1;8.0;;124028.06;124028.06;0;124028.06;124028.06;1367.98;;16755;
376;500425;PR;CURITIBA;4106902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;59134/2011;21;10;2011;21/10/2011;26432;INST. FED. DE EDUC.. CIENC. E TEC. DO PARANÁ;TERMO DE PARCERIA;5601886000142;INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS PARA OTIMIZACAO DA TECNOLOGIA E DA QUALIDADE APLICADAS;80060100;RUA CONSELHEIRO LAURINDO 502 SALA 604 - CENTRO. CURITIBA - PR. CEP: 80060-100;CENTRO;CAIXA ECONOMICA FEDERAL;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;26/10/2011;31/12/2013;O Termo Parceria tem por objetivo a cooperação técnica operacional e assessoria no fomento das atividades de promoção gratuita da educação de forma complementar. para prestação de serviços intermediários de apoio. na implementação dos cursos ministrados no Âmbito da Educação a Distância.;33964300.94;33964300.94;0;756746;26;10;2011;26/10/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23411.002440/2001-26;158009.0;06/10/2011;26/10/2011;31/12/2013;60;01/03/2014;Normal;1;2.0;;33964300.94;33964300.94;0;34583849.76;22696165.49;;;;
377;501921;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;60116/2011;26;10;2011;26/10/2011;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;25/11/2011;06/06/2012;Analisar as melhores práticas. pesquisa e apoio técnico especializado ao desenvolvimento de mecanismos de busca. recuperação e disponibilização de informações para Governo e Sociedade.;709570;709570;0;759236;25;11;2011;25/11/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23079.002846/2011-75;153115.0;14/12/2011;25/11/2011;06/06/2012;30;06/07/2012;Normal;1;;;709570;709570;0;350465;350465;70859.52;;;
378;502459;RS;RIO GRANDE;4315602.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;60498/2011;27;10;2011;27/10/2011;26273;FUNDACAO UNIVERSIDADE DO RIO GRANDE - RS;CONVENIO;3483912000150;FUNDACAO DE APOIO A UNIVERSIDADE DO RIO GRANDE;96201900;AVENIDA ITALIA  KM 08 - CAMPUS CARREIROS. S/N - CARREIROS. RIO GRANDE - RS. CEP: 96201-900;CARREIROS;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;18/11/2011;30/11/2012;O Inep. através da Chamada Pública 005/2011. convocou Instituições Públicas de Ensino Superior interessadas em contribuir. por intermédio de seu corpo docente. com a elaboração e revisão de itens. observando a qualidade técnica. pedagógica e psicométrica necessárias para exames de avaliação em larga escala. permitindo a montagem de testes capazes de avaliar com maior precisão a proficiência dos estudantes com total segurança e sigilo.  Diante disso. o objetivo da Universidade Federal do Rio Grande - FURG é elaborar itens para as avaliações do Sistema Educacional Brasileiro. para o Exame Nacional do Ensino Médio – ENEM. visando a pré-testagem e posterior incorporação ao BNI.;100000;100000;0;757528;18;11;2011;18/11/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23116.005853/2011-05;154042.0;28/11/2011;18/11/2011;30/11/2012;60;29/01/2013;Normal;1;1.0;;100000;100000;0;100000;100000;1438.05;;;
379;502531;RS;RIO GRANDE;4315602.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;60548/2011;27;10;2011;27/10/2011;26273;FUNDACAO UNIVERSIDADE DO RIO GRANDE - RS;CONVENIO;3483912000150;FUNDACAO DE APOIO A UNIVERSIDADE DO RIO GRANDE;96201900;AVENIDA ITALIA  KM 08 - CAMPUS CARREIROS. S/N - CARREIROS. RIO GRANDE - RS. CEP: 96201-900;CARREIROS;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;18/11/2011;17/12/2012;O presente Termo tem por objeto a execução dos recursos destinados a atender à implantação dos cursos ofertados no âmbito do Plano Nacional de Formação de Professores da Educação Básica – PARFOR. na modalidade presencial.;30000;30000;0;757519;18;11;2011;18/11/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23116.005949/2011-65;154042.0;28/11/2011;18/11/2011;17/12/2012;60;15/02/2013;Normal;1;1.0;;30000;30000;0;30000;30000;17823.84;;;
380;503078;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;60927/2011;27;10;2011;27/10/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;19/12/2011;19/06/2015;O presente Convênio tem por finalidade oferecer estrutura física e recursos humanos para avaliação de atletas brasileiros de alto nível de ciclismo. ginástica. judô. natação. tênis. nado sincronizado. canoagem e remo. bem como avaliação continuada e alinhada ao melhor desempenho esportivo.;1537322.7;1537322.7;0;757654;19;12;2011;19/12/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23078.008128/11-86;153114.0;29/12/2011;19/12/2011;19/06/2015;30;19/07/2015;Normal;1;5.0;;1537322.7;1537322.7;0;1537322.7;1537322.7;227999.01;;226472.87;
381;504316;RS;RIO GRANDE;4315602.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;61909/2011;31;10;2011;31/10/2011;26273;FUNDACAO UNIVERSIDADE DO RIO GRANDE - RS;CONVENIO;3483912000150;FUNDACAO DE APOIO A UNIVERSIDADE DO RIO GRANDE;96201900;AVENIDA ITALIA  KM 08 - CAMPUS CARREIROS. S/N - CARREIROS. RIO GRANDE - RS. CEP: 96201-900;CARREIROS;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;18/11/2011;17/06/2013;Capacitação e formação continuada de coordenadores. docentes. tutores. profissionais multidisciplinares e técnicos para ações de Educação a Distancia na FURG. O projeto de Formação Continuada em EAD compreende a tríade ensino. pesquisa e extensão. uma vez que busca compartilhar. construir e desenvolver conhecimentos que abarcam a prática pedagógica. a elaboração de materiais didáticos e a utilização da Plataforma MOODLE. onde há o maior contato entre professor/estudante na modalidade a Distância.  A formação continuada possibilita a compreensão dos professores e tutores para atuar na EAD. considerando suas características e peculiaridades. promovendo a autonomia e comprometimento do estudante com sua aprendizagem. com vistas a minimizar a reprovação e evasão nos cursos. As reflexões proporcionadas pela formação possibilitam o (re)pensar das atividades educativas e a promoção de ações de extensão que visem a socialização do conhecimento construído no âmbito da pesquisa e do ensino;104473.28;104473.28;0;757757;18;11;2011;18/11/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23116.006074/2011-19;154042.0;23/11/2011;18/11/2011;17/06/2013;60;16/08/2013;Normal;1;1.0;;104473.28;104473.28;0;104473.28;104473.28;51418.04;;;
382;506504;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;63609/2011;4;11;2011;04/11/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;08/11/2011;08/11/2012;"A ATIVIDADE PROPOSTA SE COMPÕE POR 3 SEGMENTOS INTERCONEXOS EM UMA AÇÃO COPLEMENTAR AO 5º CONGRESSO BRASILEIRO DE EXTENÇÃO UNIVERSITÁRIA: 1) EXTENÇÃO POPULAR EM SAÚDE. COMO INICIATIVA DE ABERTURA. CONFIGURADA EM PLANEJAMENTO. EXECUÇÃO E AVALIAÇÃO; 2) ENCONTRO DE PRÁTICAS EDUCATIVAS EM SAÚDE. COMO INICIATIVA DE APROFUNDAMENTO. CONFIGURADA EM SEQUÊNCIA ESTRATÉGICA; 3) EVENTO DE PRÁTICASPARTICIPATIVAS EM SAÚDE. COMO INICIATIVA DE CONSOLIDAÇÃO. CONFIGURADA EM FINALIZAÇÃO ESTRATÉGICA.";109564.84;109564.84;0;758175;8;11;2011;08/11/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23078.028716/11-27;153114.0;09/11/2011;08/11/2011;08/11/2012;30;08/12/2012;Normal;1;;;109564.84;109564.84;0;109564.84;109564.84;53460.88;;;
383;508620;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;64936/2011;10;11;2011;10/11/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;18/11/2011;31/12/2012;O presente convenio tem por finalidade a manutenção e funcionamento de Unidade do programa Farmacia Popular do Brasil.;125813.84;125813.84;0;759258;18;11;2011;18/11/2011;Prestação de Contas Aprovada;;Publicado;NÃO;NÃO;23078.025610/11-90;153114.0;24/11/2011;18/11/2011;31/12/2012;30;30/01/2013;Normal;1;1.0;;125813.84;125813.84;0;125813.84;125813.84;;;;
384;508767;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;64991/2011;10;11;2011;10/11/2011;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;13/12/2011;23/11/2016;"Desenvolver estudos ambientais. econômicos. sociais e tecnológicos para elaborar diagnóstico/inventário de resíduos sólidos. efluentes líquidos e fauna sinantrópica nocivacom vistas à implantação do Programa de Conformidade do Gerenciamento de Resíduos Sólidos e Efluentes Líquidos em vinte e dois portos marítimos brasileiros. Assim como estruturar e implantar de rede de pesquisa com Universidades e Centros de Pesquisa/Fundações para garantir o acesso à inovação cientifica e tecnológica. e também. disseminar o conhecimento a ser adquirido com a implantação do referido Programa.   2.4.1	Objetivos específicos  Apresentar a situação atual de geração e tratamento dos resíduos sólidos e efluentes líquidos; Apresentar perspectivas de utilização econômica dos resíduos e efluentes; Apresentar diagnóstico e proposta de mitigação da fauna sinantrópica nociva; Diagnosticar tecnologias potenciais e  perspectivas de aplicação energética dos resíduos/efluentes;  Transformar todas as informações coletadas em Manual de Boas Práticas do PGRS; e Estruturação de rede de pesquisa para a implantação do Programa de Conformidade do Gerenciamento de Resíduos Sólidos e Efluentes Líquidos.  2.4.2	Portos Definidos  Os seguintes portos marítimos serão objeto do trabalho: Na Região Norte: Belém/PA e Vila do Conde/PA;  Na Região Nordeste: Itaqui/MA. Fortaleza/CE. Natal/RN. Cabedelo/PB. Recife/PE. Suape/PE. Maceió/AL. Aratu/BA. Salvador/BA e Ilhéus/BA;  Na Região Sudeste: Vitória/ES. Rio de Janeiro/RJ. Itaguaí/RJ. Santos/SP. São Sebastião/SP; e  Na Região Sul: Paranaguá/PR. São Francisco do Sul/SC. Imbituba/SC. Itajaí/SC e Rio Grande/RS;";35857895.37;33976098.97;1881796.4;760453;13;12;2011;13/12/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23079.039222/2011-77;153115.0;16/12/2011;13/12/2011;23/11/2016;30;23/12/2016;Normal;1;8.0;;35857895.37;33976098.97;1881796.4;33976098.98;33976098.97;;;370783.34;
385;509238;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;65206/2011;11;11;2011;11/11/2011;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;24/11/2011;06/01/2015;O objetivo geral desta proposta é disponibilizar apoio técnico especializado. através de pesquisa e desenvolvimento. ao Ministério do Planejamento na construção de bases de dados. integrações e protótipos que apóiem as ações de governo no âmbito da Cope 2014.;697051.3;697051.3;0;759460;24;11;2011;24/11/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23079.031304/2011-46;153115.0;25/11/2011;24/11/2011;06/01/2015;0;06/01/2015;Normal;1;3.0;;697051.3;697051.3;0;697051.3;697051.3;48410.25;;;
386;509474;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;65314/2011;11;11;2011;11/11/2011;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;74704008000175;FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS;91501970;AVENIDA BENTO BENTOGONCALVES. 9500. PREDIO 43609 - AGRONOMIA. PORTO ALEGRE - RS. CEP: 91501-970;AGRONOMIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;22/11/2011;28/08/2014;FIRMAR COOPERAÇÃO PARA O DESNVOLVIMENTO DA PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃO À SAÚDE/IMPLEMENTAÇÃO DE POLITICAS DE ATENÇÃO Á SAÚDE DO TRABALHADOR PARA O ESTUDO E PESQUISA SOBRE A SAÚDE DO TRABALHADOR REALIAZAR DIAGNÓSTICO SITUACIONAL SOBRE O ACESSO DOS TRABALHADORES AOS SISTEMAS DE PROTEÇÃO SOCIAL E IDENTIFICAR AS CAPACIDADES DOS PAÍSES DO MERCOSUL DE CAPACITAÇÕES EM SAÚDE DO TRABALHADOR. VISANDO AO FORTALECIMENTO DO SISTEMA ÚNICO DE SAÚDE-SUS. CONFORME ESPECIFICAÇÕES TÉCNICAS E OBJETIVOS CONSTANTES DO PLANO DE TRABALHO FIRMADO ENTRE AS PARTES. DISPONDO DOS OBJETIVOS. METAS. ESPECIFICAÇÕES TÉCNICAS A ELE VINCULADO E PRAZO DE EXECUÇÃO. QUE PASSA A SE CONSTRUIR EM PARTE INTEGRANTE DO PRESENTE TERMO.;103657.89;103657.89;0;759429;22;11;2011;22/11/2011;Prestação de Contas enviada para Análise;;Publicado;SIM;NÃO;23078.033086/10-59;153114.0;25/11/2011;22/11/2011;28/08/2014;30;27/09/2014;Normal;1;2.0;;103657.89;103657.89;0;103657.89;103657.89;61418.95;;;
